POSITIVE_REGULATION_OF_PHOSPHORYLATION	http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PHOSPHORYLATION	ITLN1	IL31RA	CLCF1	ANG	TDGF1	EGF	BMP4	EGFR	IL3	BCL10	IL5	LYN	IL29	HCLS1	IL20	CARD14	CCND1	EREG	CD80	CCND3	AKTIP	CCND2	CD81	IL12A	GLMN	TNK2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE	http://www.broadinstitute.org/gsea/msigdb/cards/G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE	KHDRBS1	ANAPC5	ANAPC4	BIRC5	ANAPC10	TPD52L1	LATS1	CDK2	CDKN1A	CDKN2A	DDX11	CDKN2B	USH1C																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
T_CELL_PROLIFERATION	http://www.broadinstitute.org/gsea/msigdb/cards/T_CELL_PROLIFERATION	IL4	PTPRC	CRTAM	CADM1	ELF4	CD3E	IL18	IL27	CD276	IL21	NCK2	NCK1	SFTPD	GLMN	IL12B	CD24	EBI3	ICOSLG	CD28																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
FEMALE_GAMETE_GENERATION	http://www.broadinstitute.org/gsea/msigdb/cards/FEMALE_GAMETE_GENERATION	CGB	USP9X	SPO11	BMP15	FSHR	BCL2L10	PARN	EREG	DYNLL1	NPM2	LEFTY2	GDF9	FSHB	DMC1	BMPR1B	TOB2	AXIN1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
PROTEIN_TETRAMERIZATION	http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_TETRAMERIZATION	ALDH5A1	TP53	TP63	AASS	ACTN2	HPRT1	IGF1R	APOE	GPX3	TRPV5	TGM3	CDA	ATPIF1	INSR																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	IL29	NF2	LYN	CLCF1	HCLS1	SOCS1	IL12A	IL20	IL22RA2	IL31RA																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
FATTY_ACID_BETA_OXIDATION	http://www.broadinstitute.org/gsea/msigdb/cards/FATTY_ACID_BETA_OXIDATION	ACADVL	CPT1B	PPARA	PPARD	ACADM	ECH1	ACADS	ECHS1	BDH2	CPT1A	HADHB																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	CADM1	BCAR1	IL18	TNFSF13	SART1	TGFB1	TLR8	TGFB2	MAP3K7	CFHR1	CD47	IFNK	EBI3	SPACA3	CRTAM	IL29	CD3E	SLA2	SOCS5	NFAM1	IL21	TRAT1	THY1	UBE2N	NCK2	SIRPG	LAT2	EREG	NCK1	LCK	IL12A	IL12B	ICOSLG	MBL2	TRAF2	MIA3	KRT1	ZAP70	CD24	C2	TRAF6	CD28	IL4	PTPRC	IL7	CD276	MALT1	CD1D	FYN	IKBKG	CD79A																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	RTN4	FGD2	FGD1	LRRC4C	CDC42	CDC42EP2	CDC42EP1	ROBO1	APOE	MAPT	CENTD2	ROBO2	CENTD3	FGD5	CDC42EP4	FGD6	FGD3	FGD4	CDC42EP5	KLK8	TAOK2	MYH9	SLIT2	THY1	AMIGO1	YWHAH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
FOCAL_ADHESION_FORMATION	http://www.broadinstitute.org/gsea/msigdb/cards/FOCAL_ADHESION_FORMATION	ACVRL1	SORBS1	TAOK2	TSC1	TESK2	ACTN1	ACTN2	ACTN3	PTEN	THY1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
SECRETORY_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/SECRETORY_PATHWAY	SEPT5	SYT1	SNCAIP	NRBP1	LMAN2L	USE1	COPB2	GBF1	NMUR1	COPB1	NMUR2	AP3B2	RAB26	ZW10	SCAMP1	SCAMP3	SCAMP2	BAIAP3	RPH3AL	VTI1B	OPTN	ERGIC1	ERGIC2	ERGIC3	KIF1C	TXNDC4	GRM4	TXNDC1	COPG2	KRT18	SCIN	RAB14	CARTPT	VAMP3	STEAP2	COPE	PKDREJ	AKAP3	SNAP29	RAB3A	KCNMB4	CPLX2	CCL3	CPLX1	STX7	NAPG	COPZ1	BET1	RER1	RABEPK	CCL8	NAPA	CCL5	LMAN1	ARFGEF2	ARFGEF1	RIMS1	HRH3	STX18	SYN3	STX16	CKLF	SEC22A	SEC22B	TMED10	SEC22C	DOPEY2	DOPEY1	SNAP23	EXOC5	RAB2A	NLGN1	SCRN1	SNAPIN	MON2	LIN7A	CADPS	COG3	COG7	SYTL4	GOSR2	GOSR1	YKT6	COG2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
PEROXISOME_ORGANIZATION_AND_BIOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/PEROXISOME_ORGANIZATION_AND_BIOGENESIS	PEX6	PEX3	AGXT	PEX7	FIS1	PEX1	PEX19	PXMP3	PEX16	PEX26	VPS4B	PEX14	ABCD3	PEX13	PEX12	PEX10																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
MEIOSIS_I	http://www.broadinstitute.org/gsea/msigdb/cards/MEIOSIS_I	MSH5	MRE11A	MSH4	LIG3	CHEK1	SPO11	RAD52	SYCP1	RAD50	SC65	ATM	RAD51	RAD1	REC8	RAD21	RAD51L1	STAG3	RAD54B	RAD51L3	DMC1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
MEMBRANE_LIPID_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_LIPID_METABOLIC_PROCESS	SGMS2	GBGT1	SGMS1	LASS5	APOA1	LCAT	ST3GAL6	PLA1A	NSMAF	APOM	SGPL1	SPTLC1	UGCG	TAZ	CHPT1	PITPNM3	PI4K2A	NEU3	PLA2G2E	PLA2G2D	ENPP7	ST8SIA1	APOC2	ST8SIA3	PPT1	PLAA	SERINC2	SERINC5	B3GNT5	LPCAT1	SERINC1	PEMT	PCYT1B	B4GALT4	LPL	SPHK1	SMG1	LASS1	ST8SIA5	PLA2G4C	PLA2G4B	IMPA1	PIP5K1A	PTEN	ASAH1	ASAH2	IHPK1	ST6GALNAC6	PIGK	ST6GALNAC4	PIGF	PIGG	GPX4	PIGH	PIGB	PIGC	CETP	PCYT2	PLCB2	IHPK3	AGPAT2	AGPAT1	IHPK2	PIGA	CLN3	PIGZ	PIGY	PIK3C2A	PIGV	PI4KA	PIGU	PIGT	LGALS13	PIGS	PI4KB	PIGO	PRDX6	CD81	PLA2G6	PLA2G3	CLN8	PLA2G5	CLN6	PGS1	GPAA1	DGKE	ETNK1	PLCD1	CERK	PIK3R1	B4GALNT1	PSAP	FADS1	LARGE	GLA	DPM1	DPM2	DPM3	SMPD4	SMPD3	SMPD2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
REGULATION_OF_LIPID_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_LIPID_METABOLIC_PROCESS	PPARA	NPC2	APOA5	CIDEA	EDF1	SOD1	ANGPTL3	STUB1	PPARGC1A	BRCA1	BMP6	NR5A1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
REGULATION_OF_MOLECULAR_FUNCTION	http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MOLECULAR_FUNCTION	ALS2	RAB3GAP2	XRCC4	ADORA3	ADCY7	RAB3GAP1	EDN2	MAP3K7	MAP3K6	BAK1	MAP3K5	MAP3K4	DIRAS3	MAP3K9	ABRA	CHRNA7	PSENEN	GNG3	DBNL	ANAPC2	GTPBP4	C5AR1	PIK3CB	KIAA1804	THY1	BCL2L10	CRHR1	NME1	IFNB1	SAPS3	CCR2	F2	ATPIF1	ACR	MAP3K7IP1	CDK5R1	CDK5R2	GNAI3	GNAI2	PTPLAD1	ERBB2	CHEK1	ALS2CR2	CDC37	ADCYAP1	SERINC2	ADRB3	SERINC5	HEXIM2	HEXIM1	SERINC1	DUSP16	DIABLO	FBXO5	CENTD2	HIP1	MDFI	TAOK2	MAP2K3	SMAD3	DUSP22	TPD52L1	SMAD2	CBLC	LYK5	RGS3	RGS4	AVPR1B	AVPR1A	CCNT2	CCNT1	LATS1	PTEN	DAXX	LATS2	CAMKK2	CCNE2	EDNRA	GPX1	EDNRB	NOD2	NMUR1	NMUR2	TGFA	CAP1	FGF2	SERTAD1	DHCR24	CDC6	CCNK	AIFM3	CCKBR	TP53	HERC5	NFAM1	ECSIT	LDLRAP1	FLNA	JMY	GTF2H1	SIGIRR	CARD10	CARD11	NCK2	GRM4	PROK2	CCND1	GRM3	GRM2	CCND3	EREG	GNAQ	PSEN1	LAX1	GRM8	CCND2	GRM7	GADD45G	GIPR	PSEN2	MAP3K10	CAND1	GNAS	GADD45B	MAP3K13	GADD45A	ZER1	MAP3K11	AVPR2	PARD3	C5	FPR1	BCCIP	SFN	AZU1	SUMO1	BCL2	BCL3	PEX14	CD24	CAP2	BIRC5	CRIPAK	CDKN3	SOD1	STAT1	MNAT1	DUSP2	P2RY11	GLA	EPGN	IFT57	CENTA1	NARFL	PPP2R4	DUSP9	DUSP8	DUSP6	GNA15	ZAK	STK36	C13orf15	TNFSF15	PKMYT1	PMAIP1	MBIP	TLR6	GHRHR	TGFB1	NLRC4	APOA2	NLRC3	CDKN2A	GALR1	CDKN2B	CASP8AP2	MDFIC	CDKN2C	GALR3	CDKN2D	TDGF1	APOA5	SPRED2	RGN	SPRED1	EDG2	EDG5	EDG4	EDG6	EGFR	BCL10	RBL2	MADD	RELA	PICK1	RBL1	HBXIP	TNNT2	MAP4K5	PLCE1	EP300	EDF1	CARTPT	ERC1	EDA	GLP1R	FGD2	TRAF2	FGD1	ADORA2B	DRD5	UBE2V1	APOC2	MAP4K1	CCNG1	PYDC1	MTCH1	NPM1	ADRA2A	ADRA2C	TRAF7	ANGPTL3	FGD5	TRAF6	EGF	FGD6	FGD3	FGD4	ANGPTL4	CARD8	CREBZF	PIF1	MALT1	FOXP3	CDKN1C	ATP7A	NOSIP	AKTIP	VCP	TSC1	BBC3	LTB4R2	ABL1	IKBKB	ABL2	IFI6	DNAJB6	RSF1	GABBR1	DPH3	PRDX3	GABBR2	PDCD4	CASP9	PAK2	CXCR4	PRMT8	ANG	SHC1	CDK5RAP3	PAK1	CDK5RAP1	PLCB2	IRAK1	CCDC88A	RALBP1	CYCS	ARHGAP27	PKN1	RB1	CDK7	NLRP3	NLRP2	UBE2N	TARBP2	PRKCQ	ADRB2	ADRB1	CHRM1	HIPK3	CD81	LCK	ERN1	GHRL	COMMD7	PRKD3	GAP43	CALCR	CKS1B	TNF	APH1A	TRIB3	EGLN1	TRIB2	TRIB1	CALCA	MOAP1	TSPYL2	MAP3K2	PYCARD	CD4	PPAP2A	CAMK2A	APEX1	APC	GPS1	PTPRC	COL4A3	FOXL2	CEBPG	NF1	EDA2R	CDC25C	CDC25A	GPS2	NCSTN	PRLR	ID2	ID1	BAX	CKS2	APAF1	ID3	TSSK4	F2R																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
REGULATION_OF_DNA_REPLICATION	http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_DNA_REPLICATION	CDC6	NBN	GTPBP4	ENPP7	CCDC88A	NF2	GMNN	WRNIP1	TIPIN	S100A11	RAD9A	ATR	GLI2	CDK2	GLI1	CDT1	CDC45L	TSPYL2	EREG	RAD17																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
SIGNAL_TRANSDUCTION	http://www.broadinstitute.org/gsea/msigdb/cards/SIGNAL_TRANSDUCTION	IL9R	OSMR	BTK	MAP3K7	MAP3K6	MAP3K5	MAP3K4	DIRAS3	MAP3K9	OGT	QRFP	ROS1	BSG	GEM	MARK4	MARK1	BRAP	MARK2	THY1	ROR1	ROR2	EIF2AK3	OSTF1	NFKBIB	DUSP10	FOXH1	DUSP16	GUCY2F	TAOK2	TAOK3	DUSP22	ATR	GUCY2C	GAS6	ATM	GUCY2D	GH1	CDC42BPG	RGS1	RGS2	RGS3	RGS4	RGS5	CDC42BPA	RGS9	CDC42BPB	SIRPB1	IL4R	TICAM1	TICAM2	ANP32A	GKAP1	BRD8	AVP	AIFM3	GIP	AIFM1	IL6R	ELMO1	ARHGEF11	EREG	RIPK1	TXN	FOXC2	FMOD	APC2	ECEL1	MKNK2	MKNK1	TRIM13	IL7R	SORBS1	CSNK2B	AXL	IGF1	CRIPAK	IGF2	DUSP4	DUSP2	CSNK1D	CSNK1E	GSK3B	LRP6	LRP8	DUSP9	DUSP8	HPGD	DUSP6	GNA13	MTSS1	GNA14	MPZL1	GNA15	GRIK1	GRIK2	GRIK3	GNA11	GNA12	GRIK4	TGFB3	IL15	NR2E3	TGFB1	MARCO	NLRC4	FNTA	CDKN2A	NLRC3	GALR1	CDKN2B	MDFIC	GALR3	GALR2	EDG1	IL1B	IL15RA	EDG3	FRS3	EDG2	EDG5	EDG4	FRS2	EDG7	GPR89A	NET1	EDG6	BCL10	IL29	BAIAP2	FADD	IL20	GABRR2	GABRR1	ARRB1	MIB2	CCL1	ARHGDIG	CCL3	CCL2	ADORA2B	IFITM1	PTK7	BMPR2	UBE2V1	CCL8	CXXC5	CCL5	CCL4	CCL7	IL12RB2	PTK2	IL12RB1	ADRA2A	ADRA2C	ADRA2B	ARHGDIA	ARHGDIB	CCM2	UCN	FIBP	CDKN1C	ATF6	EPS15	TRAF3IP2	TBXA2R	ADRA1B	ADRA1A	ADRA1D	IMPA2	IMPA1	GPR109B	LRDD	HINT1	GABBR1	PINK1	GABBR2	PRMT1	PRMT2	PKN3	TIE1	NRG2	APLN	SLA2	PKN2	PKN1	SH2D3C	SH2D3A	TNFSF13B	ERN1	MAPRE2	NRGN	CCK	BRSK1	RGMB	TMED4	TMED1	CD2	CALML5	SECTM1	CBL	BAD	FRZB	GCG	BAX	FAF1	EDN3	IL6ST	EDN2	GPR123	STAT5A	STAT5B	EDN1	LHCGR	CD47	APOE	WNK4	GRID2	TXNL1	PLD2	PLD1	C5AR1	CD3G	CD3E	WNK1	WNK3	RAD9A	CD40	WNK2	TANK	CCR9	VEGFB	VEGFC	CCR8	CCR6	CCR5	CAMK4	UBR5	CCR3	CD33	CCR2	VEGFA	CAMK1	PIAS1	AMFR	NEK6	ACR	CDK5R1	PTPLAD1	HUS1	STK17B	MYO9B	CD70	STK17A	GPR143	CD74	PLAA	MAML3	NR1H4	TYROBP	MDFI	CNKSR1	ABR	TP53BP2	IL1RL1	IL1RL2	MAML1	MAML2	NDFIP1	CIDEB	CIDEA	NDFIP2	OXSR1	KDR	NR1I3	NR1I2	CD59	PLAU	NRP1	IL27RA	GJA1	PTEN	FLT3LG	PDPK1	GPR173	GPR176	CD160	NFAM1	CD164	GPR177	SIGIRR	AMBP	ADM	MAP3K10	MAP3K13	MAP3K12	MAP3K11	CXCL1	BID	AVPR2	PARD3	CXCL5	OPN1LW	OXT	CCR1	CXCL9	TFG	KIT	CXCL6	PBEF1	IL10RB	FCGR1A	AGT	VWC2	CD24	CD27	CD28	FYB	HCLS1	LRRN2	OPN1MW	GRIA3	GRIA4	PTGFR	CD19	GRIA2	FCGR2B	GRIA1	FYN	EEF1E1	PTCH1	BIK	CD14	NRTN	GABRB3	GABRB2	PDGFA	GABRB1	FOXO4	SCTR	PTGIR	GNL1	CSNK1G2	CNGA3	FOXN3	IGSF6	TRIM38	IGSF2	IGSF1	OPHN1	CSNK1G3	ERC1	RAD17	PPP5C	FGFR1	FGFR4	FGFR3	BLK	ARFRP1	CYTL1	NEDD9	TRH	DEFB1	DEFB4	CSF1R	CFLAR	CARD8	GABRA2	CARD9	GABRA1	GABRA4	GABRA3	GABRA6	OMP	GABRA5	BRCA1	PPIC	CORT	PIP4K2B	IL22RA2	DDR2	CXCR5	CXCR4	ANG	PCBP4	CXCR6	SHC1	SHC3	GABRG2	RALBP1	ARHGAP27	ARHGAP29	FSHR	OR10J1	CD3EAP	CD83	ITGB1BP1	ITGB1BP2	CD81	CFL1	FSHB	TNF	TNFRSF8	MAP3K3	CEP57	MAP3K2	CAMK2B	GPR103	PPAP2A	STAMBP	FOXL2	IL2RB	IL2RA	PARK7	PECAM1	THRAP3	BRE	BMPR1A	ALS2	RPL17	LTBP2	PGF	PGR	GIT2	GNG3	DDAH2	GNG4	CCNA2	MAP2K7	DDAH1	MAP2K6	MAP2K5	GNG7	PTPRJ	TYRO3	TNIK	PTPRF	PTPRG	PTPRT	PTPRU	BCL2L10	IFNB1	ADAMTS1	MST1R	IRAK1BP1	GNAI3	GNAI2	RUNDC3A	PPT1	IFNA2	MUSK	CDC42EP3	GIT1	MAP2K1	PHB	TGFBR1	MAP2K3	KLF10	SPHK1	MAP2K4	NPY5R	APOL3	PENK	AVPR1B	AVPR1A	TGFBR3	HGS	CHRND	TNK2	CHRNE	CHRNG	GNAZ	GPR85	GLRA1	TRPV1	GLRA2	AP3S1	NOD2	NOD1	GUCY1A3	TRPV4	SRPK2	ARHGEF7	FLNB	SRPK1	FLNA	NCK2	GNAL	MAST1	GNB2	GNAQ	XPR1	GNB1	GIPR	GUCY1B3	GNAS	GNB3	RAPGEFL1	CLOCK	FFAR3	FFAR2	NPY2R	CREM	FFAR1	GPR65	PML	GNG11	GPR68	GNG12	CCL24	CCL25	CCL22	CCL23	DAPP1	CCL20	MAS1	LIMD1	CCBP2	CAPN5	GPR75	CCL19	RICTOR	NPY1R	CCL15	CCL18	SELS	CCL17	RPS6KA5	CCL11	RPS6KA6	RPS6KA3	CCL13	RPS6KA4	RPS6KA1	RPS6KA2	GNG10	CENTA1	SNF1LK	SLC44A2	RRAD	RPS6KB2	IQGAP2	RCVRN	RPS6KB1	ZIC1	CNOT7	IQGAP1	APOA1	GPR45	MIER1	GPR44	GPR42	RRAS	EGFR	GOLT1B	RPS6KC1	ARID1A	NTSR1	GPR55	GPR50	GPR52	TRAF2	HMGB1	DRD1	DRD3	DRD2	DRD5	MRAS	DRD4	CDC42SE1	CX3CL1	PYDC1	GPR23	GPR22	GPR21	DOCK1	GPR27	APOC3	GPR25	TEK	TRAF7	TRAF6	GPR20	TRAF5	TRAF4	TEC	TRAF3	VAV3	EPAS1	TNFRSF13B	TRADD	LAT	GPR32	GPR35	GPR34	TSC1	GPR37	PLK2	CDC42SE2	CDKN2AIP	GPR39	MTNR1B	RHBDL1	XCL1	XCL2	GPR31	MTNR1A	LEPR	DUOX2	PRDX4	DUOX1	DEK	PIP5K1A	CCRL2	CLCF1	RHOA	RHOB	RHOC	RHOD	RHOG	CCRL1	RHOH	SIT1	GPR19	LIMK1	OTX2	ESR1	NUP85	IPO8	ESR2	HUNK	CHRM5	CHRM4	CHRM3	CHRM2	IPO7	CHRM1	LCK	GPR15	INPP4B	GPR17	INPP4A	TSHR	GPR12	TTRAP	VISA	APH1A	NR3C2	PPM1A	KITLG	TSHB	PF4	NR3C1	TRAIP	CALCOCO1	TAC3	SH2B2	INPP5D	GUCA1B	GUCA1C	FLT3	FLT4	DRG2	SMC3	PDC	TBL1X	CGA	CGB	S100A6	ADCY7	VAPA	VAPB	SHH	SHB	LILRA1	LILRA2	LILRA3	GAB1	CLEC4A	CHRNA4	CHRNA7	RAPGEF4	CHRNA6	CHRNA1	RAPGEF1	CHRNA3	CHRNA2	EFNB3	STRN4	HTR4	RIC8B	DEPDC2	LILRB2	LILRB5	ECOP	HTR7	LILRB3	CX3CR1	HTR6	LILRB4	PDGFRA	PDGFRB	SRP72	CLEC5A	TRHR	AKAP12	ADRBK2	AKAP10	ADRBK1	AKAP11	PXN	AGRN	AGRP	SMAD7	LGALS1	SMAD5	SMAD4	TRIO	SMAD3	SMAD2	SMAD1	TAX1BP3	ECM1	LGALS9	NUP62	CHRNB4	CHRNB3	RHEB	CHRNB2	PYY	IL5RA	CHRNB1	CLEC7A	PRKRIR	LHB	CCKAR	COPS3	FASTK	BCAR1	CAMKK2	ASGR2	TNFRSF11B	TNFRSF11A	NR2F6	XCR1	NR2F2	NR2F1	ADAM11	LTBR	ADAM10	CCKBR	RXFP3	CDS1	CTNNBIP1	CLEC1A	TNFRSF10A	TNFRSF10C	MED4	TNFRSF10B	GTF2I	TNFRSF10D	LAX1	GADD45G	GADD45B	MED1	CLEC1B	LANCL1	SFN	SQSTM1	CLEC2D	NPFFR2	CC2D1A	CHP	IL18R1	TRHDE	MAPK11	MAPK10	ITPR3	ITPR2	MAPK12	ERBB2IP	MAPK13	MAPK14	IFT57	CALM3	OPN3	BCAR3	FGF18	CRABP1	FGF14	FGF17	CRABP2	FGF16	FGF11	FGF13	ITPKB	ANKRD1	FGF12	ITPKA	DMPK	GP6	ITPK1	PAG1	MYO6	SOCS2	SOCS3	MADD	SOCS1	SOCS6	TNFRSF17	TNFRSF14	SOCS5	FGF21	FGF20	TRAT1	PKD2L1	PTHLH	LAT2	RIPK3	RIPK2	CARTPT	KALRN	KIR2DL4	SRI	DERL2	DERL1	SRF	DERL3	SRC	GMIP	CNR1	CNR2	GML	AXIN2	RNF14	PTPN6	MIST	PTPN1	SST	FASLG	AKT1	TAAR8	ARHGAP4	TAAR9	TAAR6	ARHGAP5	PAK2	PAK4	ARHGAP1	PTHR1	TAAR1	CNTNAP1	PAK1	RAMP1	IFNGR2	TAAR5	LTB	PRL	AKT3	IFNGR1	LTA	KHDRBS1	PIGU	MINK1	NCR2	DAPK2	DAPK3	ECT2	NCR1	DAPK1	GRP	CRKL	HIPK2	CALCR	TNFRSF25	CTNND2	CALCA	TNFRSF1A	CALCB	UTP11L	MOAP1	PTH	TNFRSF18	PTN	GP1BA	PTPRC	PTPRD	LTK	GMFB	OR3A2	CRH	CRK	TIAF1	HNRPK	HRAS	KLRC2	CRHBP	MED24	AGTR1	MC1R	GRIN2B	GRIN2C	LTB4R	CCR10	KLRD1	KLRB1	PIK3CG	SH3GL3	RREB1	PIK3CB	LIFR	GRIN2A	MED12	MED14	MED13	RAD1	SSTR4	MAPK1	SSTR5	SSTR2	SSTR3	MAPK6	SSTR1	MED16	MED17	F2	MC2R	MAPK9	MADCAM1	MAPK8	MAPK7	KLRC1	SH3GL2	SH3GL1	PPYR1	ARF6	BCL2L1	ARFGEF2	ALCAM	IL17C	RAC2	INS	RAC1	IL17F	KLRF1	NTF3	COL16A1	VDAC1	SMURF1	OPRM1	FGF6	FGF5	SLC20A1	FGF9	TP63	BNIP3	DAXX	ASAH2	NMUR1	NMUR2	CEACAM6	MC5R	TMEM101	IL13RA1	FGF2	FGF3	FGF4	RAP2B	RAP2A	AR	LYN	NPBWR1	NPBWR2	TP53	CLIC2	PI4KB	CLIC1	CARD10	INHBA	SERPINB9	DOK1	DOK2	KLRG1	SNF1LK2	CLIC3	IL12A	EEF1D	C3	OPRK1	C5	FPR1	ABI1	MC3R	C7orf16	WNT8B	PDK1	IL6	IL8	OPRL1	APPL1	APPL2	TP73	ACCN2	CDH13	ACCN3	EPGN	MC4R	HBS1L	CXCL11	CXCL12	CXCL10	CSNK2A2	CSNK2A1	TDGF1	RALB	RALA	EBI2	STAP1	BST2	DFFA	DFFB	RELA	STMN1
NEGATIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	IL10	PAIP2B	SFTPD	BCL3	IL6	PRG3	PAIP2	NDUFA13	INHA	FOXP3	SOD1	FURIN	BRCA1	SIGIRR	INHBB	EIF4A3	INHBA	EIF2AK1	GLA	TSC1	GCK	GRM8	NLRP12	GHRL	GHSR	ELA2	PDZD3	APBB1	EIF2AK3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
DEVELOPMENTAL_MATURATION	http://www.broadinstitute.org/gsea/msigdb/cards/DEVELOPMENTAL_MATURATION	KCNH1	ACTA1	PICK1	MYOZ1	TTN	KCNIP2	IL21	SPINK5	FARP2	TGFB2	NRCAM	KRT19	RND1	EREG	MYH11	CACNA1H	AGRN	ADAM12																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
